report_number,categories,primary_category,confidence,ai_specific
3006544299-2025-00412,"B,D,G",B,high,True
3004785967-2025-00313,"D,G",D,high,False
3004785967-2025-00314,"F,G",F,high,False
3004785967-2025-00315,E,E,medium,False
3004785967-2025-00316,F,F,high,False
3006544299-2025-00417,F,F,high,False
3004785967-2025-00318,E,E,medium,False
3004785967-2025-00319,"E,F",E,medium,False
3004785967-2025-00320,U,U,high,False
3006544299-2025-00418,"B,C,G",B,high,True
3004785967-2025-00321,U,U,high,False
3004785967-2025-00322,"E,F",E,medium,False
3004785967-2025-00324,"F,G",F,high,False
3006544299-2025-00424,U,U,high,False
3004785967-2025-00325,U,U,high,False
3004785967-2025-00326,F,F,high,False
3004785967-2025-00327,E,E,medium,False
3004785967-2025-00328,"D,G",D,medium,True
3006544299-2025-00428,F,F,medium,False
3004785967-2025-00330,F,F,high,False
3004785967-2025-00331,E,E,high,False
3006544299-2025-00431,U,U,high,False
3004785967-2025-00332,F,F,medium,False
3004785967-2025-00333,F,F,high,False
3006544299-2025-00432,U,U,high,False
3004785967-2025-00334,"E,B",E,medium,False
3004785967-2025-00335,U,U,high,False
3004785967-2025-00336,F,F,high,False
3006544299-2025-00439,D,D,medium,False
3006544299-2025-00442,U,U,high,False
3004785967-2025-00337,F,F,medium,False
3006544299-2025-00444,"E,B",E,high,False
3006544299-2025-00445,F,F,medium,False
3006544299-2025-00446,F,F,medium,False
3004785967-2025-00338,"E,F",E,medium,False
3006544299-2025-00450,F,F,high,False
3004785967-2025-00339,D,D,medium,False
3004785967-2025-00340,"B,F",B,medium,False
3006544299-2025-00452,F,F,high,False
3006544299-2025-00459,U,U,high,False
3004785967-2025-00343,"E,F",E,medium,False
3004785967-2025-00344,"F,E",F,high,False
3004785967-2025-00345,F,F,high,False
3006544299-2025-00462,U,U,high,False
3004785967-2025-00346,F,F,high,False
3006544299-2025-00464,"B,F",B,medium,True
3006544299-2025-00465,U,U,high,False
3004785967-2025-00347,E,E,medium,False
3006544299-2025-00469,U,U,high,False
3004785967-2025-00348,"B,E",B,medium,False
3004785967-2025-00349,F,F,medium,False
3006544299-2025-00478,U,U,high,False
3006544299-2025-00479,E,E,medium,False
3004785967-2025-00350,"B,E,F",B,high,False
3004785967-2025-00351,F,F,high,False
3004785967-2025-00352,F,F,medium,False
3004785967-2025-00353,F,F,high,False
3006544299-2025-00492,D,D,medium,False
3006544299-2025-00495,D,D,medium,False
3006544299-2025-00498,E,E,high,False
3006544299-2025-00499,"B,E",B,medium,False
3004785967-2025-00355,U,U,high,False
3004785967-2025-00356,U,U,high,False
3006544299-2025-00503,"F,G",F,high,False
3006544299-2025-00504,U,U,high,False
3004785967-2025-00357,"D,G",D,medium,True
3004785967-2025-00358,D,D,medium,False
3006544299-2025-00507,"B,E",B,medium,False
3006544299-2025-00508,F,F,high,False
3004785967-2025-00360,"E,F",E,medium,False
3006544299-2025-00510,"B,F",B,medium,False
3006544299-2025-00511,"D,E",D,medium,False
3004785967-2025-00361,"B,E",B,medium,False
3006544299-2025-00513,U,U,high,False
3004785967-2025-00363,"F,E",F,high,False
3004785967-2025-00364,D,D,medium,False
3006544299-2025-00520,U,U,high,False
3004785967-2025-00365,U,U,high,False
3004785967-2025-00366,F,F,high,False
3004785967-2025-00367,"F,C,G",F,high,False
3004785967-2025-00369,F,F,medium,False
3004785967-2025-00370,F,F,medium,False
3004785967-2025-00371,F,F,high,False
3004785967-2025-00372,F,F,high,False
3004785967-2025-00374,F,F,high,False
3004785967-2025-00375,F,F,high,False
3006544299-2025-00534,F,F,high,False
3004785967-2025-00377,F,F,high,False
3004785967-2025-00378,"E,F",E,high,False
3004785967-2025-00379,U,U,high,False
3004785967-2025-00380,F,F,high,False
3004785967-2025-00381,E,E,medium,False
3004785967-2025-00382,"F,D",F,medium,False
3004785967-2025-00383,F,F,high,False
3004785967-2025-00384,"E,F",E,high,False
3004785967-2025-00385,E,E,medium,False
3004785967-2025-00387,F,F,high,False
3004785967-2025-00388,F,F,high,False
3006544299-2025-00546,U,U,high,False
3004785967-2025-00390,"E,F",E,medium,False
3004785967-2025-00391,E,E,medium,False
3004785967-2025-00392,F,F,high,False
3004785967-2025-00393,"D,E",D,medium,False
3004785967-2025-00394,F,F,high,False
3004785967-2025-00395,F,F,high,False
3004785967-2025-00396,B,B,medium,False
3004785967-2025-00397,E,E,medium,False
3004785967-2025-00398,F,F,high,False
3004785967-2025-00399,F,F,high,False
3006544299-2025-00573,E,E,medium,False
3006544299-2025-00574,E,E,high,False
3004785967-2025-00402,F,F,medium,False
3004785967-2025-00406,E,E,medium,False
3004785967-2025-00405,"E,F",E,medium,False
3006544299-2025-00579,E,E,high,False
3006544299-2025-00581,U,U,high,False
3004785967-2025-00407,"B,E",B,medium,False
3004785967-2025-00409,D,D,medium,False
3004785967-2025-00410,F,F,medium,False
3004785967-2025-00411,E,E,medium,False
3004785967-2025-00412,F,F,high,False
3004785967-2025-00413,F,F,high,False
3004785967-2025-00414,F,F,high,False
3004785967-2025-00415,E,E,high,False
3004785967-2025-00416,E,E,medium,False
3004785967-2025-00417,U,U,high,False
3004785967-2025-00418,F,F,high,False
3006544299-2025-00604,"E,D",E,medium,False
3004785967-2025-00419,F,F,medium,False
3004785967-2025-00420,E,E,medium,False
3004785967-2025-00421,E,E,medium,False
3006544299-2025-00613,U,U,high,False
3004785967-2025-00424,E,E,high,False
3004785967-2025-00425,D,D,high,False
3004785967-2025-00427,U,U,high,False
3004785967-2025-00428,F,F,high,False
3004785967-2025-00429,"F,E",F,high,False
3004785967-2025-00430,E,E,medium,False
3004785967-2025-00431,F,F,high,False
3004785967-2025-00432,"B,F",B,medium,False
3004785967-2025-00433,F,F,medium,False
3004785967-2025-00435,F,F,high,False
1723170-2025-02605,E,E,high,False
3004785967-2025-00436,"E,F",E,medium,False
3004785967-2025-00437,F,F,high,False
3004785967-2025-00439,F,F,medium,False
3004785967-2025-00440,F,F,high,False
3004785967-2025-00441,F,F,medium,False
3004785967-2025-00442,F,F,high,False
3006544299-2025-00654,D,D,medium,False
3004785967-2025-00443,F,F,high,False
3004785967-2025-00445,"F,G",F,high,False
3004785967-2025-00446,"F,E",F,medium,False
3004785967-2025-00447,F,F,high,False
3004785967-2025-00449,U,U,high,False
3004785967-2025-00450,"F,G",F,medium,False
3004785967-2025-00451,F,F,medium,False
3004785967-2025-00452,U,U,high,False
3004785967-2025-00453,"F,E",F,high,False
3004785967-2025-00454,F,F,high,False
3004785967-2025-00455,F,F,high,False
3004785967-2025-00456,E,E,medium,False
3004785967-2025-00458,F,F,medium,False
3004785967-2025-00457,F,F,high,False
3004785967-2025-00459,F,F,high,False
3004785967-2025-00460,F,F,high,False
3004785967-2025-00462,F,F,high,False
3004785967-2025-00463,F,F,high,False
3004785967-2025-00464,F,F,medium,False
3004785967-2025-00465,F,F,high,False
3004785967-2025-00466,F,F,high,False
3004785967-2025-00468,E,E,medium,False
3004785967-2025-00469,F,F,high,False
3004785967-2025-00470,F,F,medium,False
3004785967-2025-00471,"B,E",B,medium,False
3004785967-2025-00472,F,F,high,False
3004785967-2025-00473,F,F,high,False
3004785967-2025-00474,F,F,high,False
3004785967-2025-00475,"F,E",F,high,False
3004785967-2025-00476,F,F,medium,False
3004785967-2025-00477,F,F,high,False
3004785967-2025-00478,E,E,medium,False
3004785967-2025-00479,"F,E",F,medium,False
3004785967-2025-00480,E,E,medium,False
3004785967-2025-00481,"B,E",B,medium,False
3004785967-2025-00482,F,F,high,False
3004785967-2025-00483,U,U,high,False
3004785967-2025-00484,F,F,medium,False
3004785967-2025-00485,F,F,high,False
3004785967-2025-00467,F,F,high,False
3004785967-2025-00486,"E,F,G",E,medium,False
3004785967-2025-00487,"F,E",F,high,False
3004785967-2025-00491,F,F,medium,False
9611343-2025-00008,E,E,high,False
3004785967-2025-00493,U,U,high,False
3004785967-2025-00494,"D,G",D,high,False
3004785967-2025-00495,F,F,medium,False
3004785967-2025-00496,F,F,high,False
3004785967-2025-00497,C,C,high,False
3004785967-2025-00498,E,E,medium,False
3004785967-2025-00499,"B,E",B,high,False
3004785967-2025-00500,"E,G",E,medium,False
3004785967-2025-00501,U,U,high,False
3004785967-2025-00504,F,F,medium,False
3004785967-2025-00506,"B,C",B,high,True
3004785967-2025-00507,"F,E",F,medium,False
3004785967-2025-00508,F,F,medium,False
3004785967-2025-00509,F,F,high,False
3004785967-2025-00510,"F,E",F,high,False
3004785967-2025-00511,"F,G",F,high,False
3004785967-2025-00512,F,F,medium,False
3004785967-2025-00513,F,F,medium,False
3004785967-2025-00514,U,U,high,False
3004785967-2025-00515,"C,D,E",C,high,False
3004785967-2025-00517,F,F,medium,False
3004785967-2025-00516,U,U,high,False
3004785967-2025-00518,E,E,medium,False
3004785967-2025-00519,U,U,high,False
3004785967-2025-00520,F,F,medium,False
3004785967-2025-00521,F,F,high,False
3004785967-2025-00522,U,U,high,False
3004785967-2025-00523,"F,D",F,high,False
3004785967-2025-00524,F,F,high,False
3004785967-2025-00525,F,F,high,False
3004785967-2025-00526,"F,G",F,high,False
3004785967-2025-00527,"D,F",D,medium,False
3004785967-2025-00528,F,F,high,False
3004785967-2025-00529,D,D,high,False
3004785967-2025-00530,F,F,high,False
3004785967-2025-00531,F,F,high,False
3004785967-2025-00532,"B,C",B,high,False
3004785967-2025-00533,U,U,high,False
3004785967-2025-00534,F,F,high,False
3004785967-2025-00535,E,E,medium,False
3004785967-2025-00536,B,B,medium,True
3004785967-2025-00537,F,F,high,False
2020563-2025-00005,"B,E",B,high,False
3004785967-2025-00538,E,E,medium,False
3004785967-2025-00539,U,U,high,False
3004785967-2025-00540,F,F,high,False
3004785967-2025-00541,B,B,medium,True
3004785967-2025-00548,U,U,high,False
3004785967-2025-00549,C,C,high,False
3004785967-2025-00550,F,F,high,False
3004785967-2025-00551,F,F,high,False
3004785967-2025-00552,U,U,high,False
3004785967-2025-00553,F,F,high,False
3004785967-2025-00554,"B,C,E",B,high,False
3004785967-2025-00555,F,F,medium,False
3004785967-2025-00556,E,E,medium,False
3004785967-2025-00557,F,F,high,False
3004785967-2025-00558,F,F,high,False
3004785967-2025-00559,U,U,high,False
3004785967-2025-00561,"B,D,G",B,medium,True
3004785967-2025-00562,F,F,high,False
3004785967-2025-00563,F,F,high,False
3004785967-2025-00564,"F,G",F,high,False
3004785967-2025-00565,U,U,high,False
3004785967-2025-00566,E,E,medium,False
3004785967-2025-00567,U,U,high,False
3004785967-2025-00568,D,D,high,False
3004785967-2025-00569,F,F,medium,False
3004785967-2025-00570,D,D,high,False
3004785967-2025-00571,B,B,medium,True
3004785967-2025-00572,U,U,high,False
3004785967-2025-00573,"D,E",D,medium,False
3004785967-2025-00574,U,U,high,False
3004785967-2025-00575,F,F,medium,False
3004785967-2025-00577,E,E,medium,False
3004785967-2025-00578,U,U,high,False
3004785967-2025-00579,E,E,medium,False
3004785967-2025-00580,"C,E",E,high,False
3004785967-2025-00581,"F,E",F,high,False
3004785967-2025-00582,E,E,medium,False
3004785967-2025-00583,F,F,high,False
3004785967-2025-00584,F,F,high,False
3004785967-2025-00585,D,D,medium,False
3004785967-2025-00586,E,E,medium,False
3004785967-2025-00587,"F,E",F,medium,False
3004785967-2025-00588,F,F,high,False
3004785967-2025-00589,F,F,high,False
3004785967-2025-00590,U,U,high,False
3004785967-2025-00591,D,D,high,False
3004785967-2025-00592,"D,E",D,medium,False
3004785967-2025-00593,F,F,high,False
3004785967-2025-00594,F,F,high,False
3004785967-2025-00595,E,E,high,False
3004785967-2025-00596,"E,F",E,high,False
3004785967-2025-00597,"B,E,F",B,medium,False
3004785967-2025-00599,U,U,high,False
3004785967-2025-00600,"B,C,E",B,medium,True
3004785967-2025-00601,F,F,high,False
3004785967-2025-00602,F,F,medium,False
3004785967-2025-00603,D,D,medium,False
3004785967-2025-00605,U,U,high,False
3004785967-2025-00606,D,D,medium,False
3004785967-2025-00607,U,U,high,False
3004785967-2025-00608,U,U,high,False
3004785967-2025-00609,F,F,high,False
3004785967-2025-00610,U,U,high,False
3004785967-2025-00611,"B,D",B,medium,True
3004785967-2025-00612,E,E,medium,False
3004785967-2025-00613,F,F,medium,False
3004785967-2025-00614,"B,E",B,medium,False
3004785967-2025-00615,"F,D",F,high,False
3004785967-2025-00616,"B,C",B,high,True
3004785967-2025-00617,U,U,high,False
9611343-2025-00010,E,E,high,False
3004785967-2025-00618,"B,C,G",B,high,True
3004785967-2025-00619,E,E,medium,False
3004785967-2025-00620,"C,D",C,medium,False
3004785967-2025-00621,F,F,high,False
3004785967-2025-00622,F,F,high,False
3004785967-2025-00623,U,U,high,False
3004785967-2025-00624,E,E,high,False
3004785967-2025-00625,"B,E",B,high,False
3004785967-2025-00626,"B,D",B,medium,True
3004785967-2025-00627,"B,C",B,high,True
3004785967-2025-00628,D,D,medium,True
3004785967-2025-00629,"D,F",D,medium,False
3004785967-2025-00630,U,U,high,False
3004785967-2025-00631,F,F,high,False
3004785967-2025-00632,E,E,medium,False
3004785967-2025-00633,F,F,high,False
3004785967-2025-00634,E,E,medium,False
3004785967-2025-00635,"B,C",B,medium,True
3004785967-2025-00636,E,E,high,False
3004785967-2025-00637,U,U,high,False
3004785967-2025-00638,"B,C",B,medium,True
3004785967-2025-00640,F,F,high,False
3004785967-2025-00641,"B,G",B,medium,True
3004785967-2025-00644,F,F,high,False
3004785967-2025-00645,"B,G",B,high,True
3004785967-2025-00646,E,E,medium,False
3004785967-2025-00647,U,U,high,False
3004785967-2025-00648,F,F,high,False
3004785967-2025-00649,D,D,high,False
3004785967-2025-00651,E,E,medium,False
3004785967-2025-00652,F,F,high,False
3004785967-2025-00655,F,F,high,False
3004785967-2025-00653,F,F,medium,False
3004785967-2025-00656,F,F,medium,False
3004785967-2025-00657,"B,E",B,medium,False
3004785967-2025-00658,U,U,high,False
3004785967-2025-00659,"F,D",F,medium,False
3004785967-2025-00660,F,F,medium,False
3004785967-2025-00661,D,D,medium,False
3004785967-2025-00662,"B,D",B,medium,True
MW5177512,"D,E",D,medium,False
3004785967-2025-00663,"B,G",B,high,False
3004785967-2025-00664,"F,G",F,high,False
3004785967-2025-00665,E,E,high,False
3004785967-2025-00666,F,F,high,False
3004785967-2025-00667,A,A,high,False
3004785967-2025-00668,"B,G",B,medium,True
3004785967-2025-00669,"C,E",E,medium,False
3004785967-2025-00670,"F,D",F,high,False
3004785967-2025-00671,E,E,medium,False
3004785967-2025-00673,F,F,high,False
3004785967-2025-00674,F,F,high,False
3004785967-2025-00675,"B,E",B,high,True
3004785967-2025-00676,D,D,medium,False
3004785967-2025-00677,"B,E",B,medium,True
3004785967-2025-00678,"D,E",D,high,False
3004785967-2025-00679,U,U,high,False
3004785967-2025-00680,"A,C",C,medium,False
3004785967-2025-00681,"E,G",E,medium,False
3004785967-2025-00682,E,E,high,False
3004785967-2025-00684,F,F,high,False
3004785967-2025-00685,"D,F",D,medium,False
3004785967-2025-00686,E,E,medium,False
3004785967-2025-00687,"B,E",B,medium,False
3004785967-2025-00688,"B,G",B,high,True
3004785967-2025-00689,U,U,high,False
3004785967-2025-00690,"E,F",E,medium,False
3004785967-2025-00691,F,F,high,False
3004785967-2025-00692,U,U,high,False
3004785967-2025-00693,"F,G",F,medium,False
3004785967-2025-00694,E,E,medium,False
3004785967-2025-00695,E,E,medium,False
3004785967-2025-00696,U,U,high,False
3004785967-2025-00697,U,U,high,False
3004785967-2025-00698,E,E,medium,False
3004785967-2025-00699,U,U,high,False
3004785967-2025-00700,D,D,medium,False
3004785967-2025-00701,F,F,medium,False
3004785967-2025-00702,"B,E",B,high,True
3004785967-2025-00703,E,E,medium,False
3004785967-2025-00704,F,F,high,False
3004785967-2025-00705,U,U,high,False
3004785967-2025-00706,E,E,medium,False
3004785967-2025-00707,"B,E",B,medium,False
3004785967-2025-00708,B,B,medium,False
3004785967-2025-00709,F,F,high,False
3004785967-2025-00710,F,F,high,False
3004785967-2025-00711,F,F,high,False
3004785967-2025-00712,U,U,high,False
3004785967-2025-00713,E,E,medium,False
3004785967-2025-00714,"C,E,G",C,high,False
3004785967-2025-00715,D,D,high,False
3004785967-2025-00717,E,E,medium,False
3004785967-2025-00718,"B,D",B,high,True
3004785967-2025-00720,"E,D",E,medium,False
3004785967-2025-00721,"B,G",B,high,True
3004785967-2025-00722,U,U,high,False
3004785967-2025-00723,U,U,high,False
3004785967-2025-00724,U,U,high,False
3004785967-2025-00725,E,E,medium,False
9611343-2025-00011,"D,G",D,high,False
3004785967-2025-00726,F,F,medium,False
3004785967-2025-00727,"F,U",U,medium,False
3004785967-2025-00729,U,U,high,False
3004785967-2025-00730,E,E,high,False
3004785967-2025-00731,F,F,medium,False
3004785967-2025-00732,E,E,medium,False
3004785967-2025-00733,F,F,medium,False
3004785967-2025-00734,U,U,high,False
3004785967-2025-00735,E,E,medium,False
3004785967-2025-00736,D,D,high,False
3004785967-2025-00737,"F,E",F,high,False
3004785967-2025-00738,F,F,medium,False
3004785967-2025-00739,"B,E",B,high,True
9611343-2025-00012,"D,G",D,high,False
3004785967-2025-00740,"B,C",B,medium,True
3004785967-2025-00741,F,F,high,False
3004785967-2025-00742,F,F,high,False
3004785967-2025-00743,F,F,high,False
3004785967-2025-00744,U,U,high,False
3004785967-2025-00745,"F,G",F,high,False
3004785967-2025-00746,F,F,high,False
3004785967-2025-00747,"F,D",F,high,False
3004785967-2025-00748,F,F,high,False
3004785967-2025-00749,F,F,high,False
3004785967-2025-00750,"B,E",B,medium,False
3004785967-2025-00751,F,F,high,False
3004785967-2025-00752,F,F,high,False
3004785967-2025-00753,U,U,high,False
3004785967-2025-00755,F,F,high,False
3004785967-2025-00756,"F,G",F,medium,False
3004785967-2025-00757,"B,G",B,medium,True
3004785967-2025-00758,F,F,high,False
3004785967-2025-00759,F,F,high,False
3004785967-2025-00761,F,F,high,False
3004785967-2025-00762,"E,G",E,medium,False
3004785967-2025-00763,F,F,high,False
3004785967-2025-00764,F,F,high,False
3004785967-2025-00765,F,F,medium,False
3004785967-2025-00766,"B,G",B,medium,True
3004785967-2025-00767,"D,E",D,high,False
3004785967-2025-00768,"D,B",D,high,True
3004785967-2025-00769,D,D,medium,False
3004785967-2025-00772,"E,F",E,medium,False
3004785967-2025-00773,U,U,high,False
3004785967-2025-00774,"B,G",B,high,True
3004785967-2025-00775,"F,E",F,medium,False
3004785967-2025-00776,U,U,high,False
3004785967-2025-00777,"A,E,U",E,medium,False
3004785967-2025-00778,U,U,high,False
3004785967-2025-00779,"C,D",C,medium,False
3004785967-2025-00780,F,F,medium,False
3004785967-2025-00781,F,F,medium,False
3004785967-2025-00782,B,B,medium,False
3004785967-2025-00783,U,U,high,False
3004785967-2025-00784,D,D,medium,False
2020563-2025-00009,B,B,high,True
3004785967-2025-00785,F,F,high,False
3004785967-2025-00786,U,U,high,False
3004785967-2025-00787,"F,E",E,medium,False
3004785967-2025-00788,U,U,high,False
3004785967-2025-00789,F,F,high,False
3004785967-2025-00790,"F,G",F,medium,False
3004785967-2025-00791,U,U,high,False
3004785967-2025-00792,D,D,high,False
3004785967-2025-00793,D,D,medium,False
3004785967-2025-00794,F,F,high,False
3004785967-2025-00795,"B,C",B,high,True
3004785967-2025-00796,F,F,high,False
3004785967-2025-00797,U,U,high,False
3004785967-2025-00799,"B,E",B,medium,False
3004785967-2025-00800,E,E,high,False
3004785967-2025-00801,F,F,high,False
3004785967-2025-00802,E,E,medium,False
3004785967-2025-00803,U,U,high,False
3004785967-2025-00804,U,U,high,False
3004785967-2025-00805,C,C,high,False
3004785967-2025-00806,"B,C,D",B,medium,False
3004785967-2025-00807,C,C,high,False
3004785967-2025-00809,"F,E",F,high,False
3004785967-2025-00808,"B,C",B,high,True
3004785967-2025-00810,F,F,high,False
3004785967-2025-00811,"B,E",B,high,False
2025632-2025-00010,"B,G",B,high,True
2020563-2025-00011,E,E,high,False
3004785967-2025-00813,"B,E,G",B,high,False
3004785967-2025-00814,D,D,medium,False
3004785967-2025-00815,F,F,high,False
3004785967-2025-00816,F,F,medium,False
3004785967-2025-00817,E,E,high,False
3004785967-2025-00818,"F,E",F,medium,False
3004785967-2025-00819,U,U,high,False
3004785967-2025-00820,E,E,medium,False
3004785967-2025-00821,E,E,medium,False
3004785967-2025-00822,F,F,high,False
3004785967-2025-00823,"B,E",B,medium,False
3004785967-2025-00824,"B,E,U",B,medium,True
3004785967-2025-00825,"B,C",B,high,True
3004785967-2025-00826,E,E,medium,False
3004785967-2025-00827,U,U,high,False
3004785967-2025-00828,F,F,medium,False
3004785967-2025-00829,"B,G",B,medium,True
3004785967-2025-00830,E,E,high,False
3004785967-2026-00831,U,U,high,False
3004785967-2026-00001,"E,F",E,medium,False
3004785967-2026-00002,C,C,high,False
3004785967-2026-00003,F,F,high,False
3004785967-2026-00004,F,F,medium,False
3004785967-2026-00005,U,U,high,False
3004785967-2026-00006,U,U,high,False
3004785967-2026-00007,U,U,high,False
3004785967-2026-00008,D,D,medium,False
3004785967-2026-00009,U,U,high,False
3004785967-2026-00010,F,F,high,False
3004785967-2026-00011,"B,C",B,high,True
3004785967-2026-00012,U,U,high,False
3004785967-2026-00013,E,E,high,False
3004785967-2026-00014,U,U,high,False
3004785967-2026-00015,F,F,high,False
3004785967-2026-00016,B,B,medium,True
3004785967-2026-00017,F,F,high,False
3004785967-2026-00018,"E,D",E,medium,False
3004785967-2026-00019,E,E,medium,False
3004785967-2026-00020,F,F,high,False
3004785967-2026-00021,"B,E",B,high,False
3004785967-2026-00022,F,F,high,False
3004785967-2026-00023,U,U,high,False
3004785967-2026-00024,D,D,medium,False
3004785967-2026-00025,U,U,high,False
3004785967-2026-00026,U,U,high,False
3004785967-2026-00027,U,U,high,False
3004785967-2026-00028,F,F,high,False
3004785967-2026-00029,U,U,high,False
3004785967-2026-00030,U,U,high,False
3004785967-2026-00031,F,F,medium,False
3004785967-2026-00032,"F,E",F,medium,False
3004785967-2026-00033,"C,E",E,high,False
24116636,G,G,medium,False
3004785967-2026-00037,E,E,medium,False
3004785967-2026-00038,U,U,high,False
3004785967-2026-00039,F,F,high,False
3004785967-2026-00040,F,F,medium,False
3004785967-2026-00041,F,F,high,False
3004785967-2026-00042,U,U,high,False
3004785967-2026-00043,U,U,high,False
3004785967-2026-00044,"D,F",D,high,False
3004785967-2026-00045,U,U,high,False
3004785967-2026-00046,F,F,high,False
3004785967-2026-00047,F,F,high,False
3004785967-2026-00048,D,D,high,False
3004785967-2026-00049,"A,C",A,medium,False
3004785967-2026-00050,F,F,medium,False
3004785967-2026-00051,F,F,high,False
3004785967-2026-00052,"E,F",E,medium,False
9613445-2026-00002,"F,G",F,high,False
3004785967-2026-00053,U,U,high,False
3004785967-2026-00054,U,U,high,False
3004785967-2026-00055,F,F,high,False
3004785967-2026-00056,F,F,high,False
3004785967-2026-00057,F,F,high,False
3004785967-2026-00058,"F,D",F,high,False
3004785967-2026-00059,F,F,high,False
3004785967-2026-00060,F,F,high,False
3004785967-2026-00061,"B,E",B,high,True
3004785967-2026-00062,F,F,medium,False
3004785967-2026-00063,F,F,high,False
3004785967-2026-00064,"F,G",F,medium,False
3004785967-2026-00065,F,F,high,False
3004785967-2026-00067,U,U,high,False
3004785967-2026-00069,F,F,high,False
3004785967-2026-00070,"B,G",B,medium,True
3004785967-2026-00071,U,U,high,False
3004785967-2026-00072,U,U,high,False
3004785967-2026-00073,E,E,medium,False
3004785967-2026-00074,U,U,high,False
3004785967-2026-00075,"D,E",E,medium,False
3004785967-2026-00076,F,F,high,False
3004785967-2026-00077,F,F,medium,False
3004785967-2026-00078,E,E,high,False
3004785967-2026-00079,"F,G",F,high,False
3004785967-2026-00080,F,F,high,False
3004785967-2026-00081,"B,E",B,medium,True
3004785967-2026-00082,U,U,high,False
3004785967-2026-00083,U,U,high,False
3004785967-2026-00084,"E,G",E,medium,False
3004785967-2026-00085,U,U,high,False
3004785967-2026-00086,"B,F",B,high,True
3004785967-2026-00087,F,F,medium,False
3004785967-2026-00089,U,U,high,False
3004785967-2026-00090,"B,E",B,medium,False
3004785967-2026-00091,U,U,high,False
3004785967-2026-00092,F,F,medium,False
3004785967-2026-00093,F,F,high,False
3004785967-2026-00094,F,F,high,False
3004785967-2026-00095,F,F,medium,False
3004785967-2026-00096,E,E,high,False
3004785967-2026-00097,U,U,high,False
3004785967-2026-00098,U,U,high,False
3004785967-2026-00099,U,U,high,False
3004785967-2026-00100,"E,F,G",E,medium,False
3004785967-2026-00101,U,U,high,False
3004785967-2026-00102,"B,D",B,medium,True
3004785967-2026-00103,U,U,high,False
3004785967-2026-00104,F,F,high,False
3004785967-2026-00105,"D,E",D,medium,False
3004785967-2026-00108,U,U,high,False
3004785967-2026-00109,U,U,high,False
3004785967-2026-00110,F,F,high,False
3004785967-2026-00111,D,D,medium,False
3004785967-2026-00112,E,E,medium,False
3004785967-2026-00113,"F,G",F,high,False
3004785967-2026-00114,F,F,high,False
3004785967-2026-00115,F,F,medium,False
3004785967-2026-00116,F,F,high,False
3004785967-2026-00117,"F,E",F,high,False
3004785967-2026-00119,F,F,high,False
3004785967-2026-00120,U,U,high,False
3004785967-2026-00121,F,F,high,False
3004785967-2026-00122,U,U,high,False
3004785967-2026-00124,U,U,high,False
3004785967-2026-00125,U,U,high,False
3004785967-2026-00126,"A,D",D,medium,False
3004785967-2026-00127,F,F,high,False
3004785967-2026-00128,"B,D",B,high,True
3004785967-2026-00129,F,F,high,False
3004785967-2026-00130,E,E,medium,False
3004785967-2026-00131,U,U,high,False
3004785967-2026-00132,"A,B,C",B,medium,False
3004785967-2026-00133,"E,D",E,high,False
3004785967-2026-00134,U,U,high,False
3004785967-2026-00135,U,U,high,False
3004785967-2026-00136,U,U,high,False
3004785967-2026-00137,F,F,medium,False
3004785967-2026-00138,"B,E",B,high,False
3004785967-2026-00139,"B,E",B,medium,False
3004785967-2026-00140,"B,G",B,medium,True
3004785967-2026-00141,F,F,high,False
3004785967-2026-00142,U,U,high,False
3004785967-2026-00143,F,F,medium,False
3004785967-2026-00144,F,F,high,False
3004785967-2026-00145,"D,B",D,medium,True
3004785967-2026-00146,F,F,high,False
3004785967-2026-00147,U,U,high,False
3004785967-2026-00148,U,U,high,False
3004785967-2026-00149,F,F,high,False
3004785967-2026-00150,E,E,medium,False
3004785967-2026-00152,"B,G",B,medium,True
3004785967-2026-00151,F,F,high,False
2020563-2026-00002,"D,G",D,high,False
3004785967-2026-00155,F,F,high,False
3004785967-2026-00158,F,F,high,False
3004785967-2026-00159,U,U,high,False
3004785967-2026-00160,E,E,medium,False
3004785967-2026-00161,"B,G",B,high,False
3004785967-2026-00162,"B,E",B,medium,False
3004785967-2026-00163,U,U,high,False
3004785967-2026-00164,F,F,high,False
3004785967-2026-00165,"F,D,G",F,high,False
3004785967-2026-00166,"F,G",F,high,False
3004785967-2026-00167,"A,E",E,medium,False
3004785967-2026-00168,F,F,high,False
3004785967-2026-00169,"B,G",B,high,True
3004785967-2026-00170,E,E,medium,False
3004785967-2026-00171,"E,F",E,medium,False
3004785967-2026-00172,F,F,high,False
3004785967-2026-00173,F,F,medium,False
2020563-2026-00004,D,D,high,False
3004785967-2026-00175,F,F,high,False
3004785967-2026-00176,U,U,high,False
3004785967-2026-00177,"B,G",B,medium,True
3004785967-2026-00180,U,U,high,False
3004785967-2026-00181,"B,C",B,high,True
3004785967-2026-00182,U,U,high,False
1723170-2026-00571,E,E,medium,False
3004785967-2026-00183,U,U,high,False
3004785967-2026-00184,U,U,high,False
3004785967-2026-00185,U,U,high,False
3004785967-2026-00186,F,F,high,False
3004785967-2026-00187,F,F,medium,False
3004785967-2026-00188,F,F,high,False
3004785967-2026-00189,U,U,high,False
3004785967-2026-00190,U,U,high,False
3004785967-2026-00191,U,U,high,False
